 Casos notificados (suspeitos/confirmados) de Chikungunya por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2023
"Reg Saúde (CIR)/Municíp Res";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  CONTAGEM";7;12;13;13;20;37;42;45;119;128;201;220;268;290;382;396;406;384;341;265;194;143;128;107;78;60;30;28;23;14;22;18;11;9;17;16;20;15;18;13;2;13;6;7;13;10;6;8;11;11;17;15;4672
".....  IBIRITE";1;2;7;2;-;-;1;1;2;6;7;7;17;18;16;17;15;11;17;22;15;8;5;5;8;2;4;6;6;-;3;4;2;4;3;-;1;1;-;-;-;-;3;-;2;1;-;1;1;-;1;-;255
".....  SARZEDO";-;-;-;-;2;2;-;2;2;1;2;2;3;3;5;6;2;3;1;6;2;-;-;7;2;3;-;1;1;-;2;-;1;-;-;-;-;-;1;1;1;1;-;-;-;1;-;-;6;5;1;1;79
"31019 Curvelo";-;2;2;6;12;33;81;60;184;279;334;274;347;288;261;220;185;141;94;103;38;43;20;23;11;8;5;5;5;4;7;11;8;1;3;4;3;7;3;2;1;2;1;6;14;8;9;3;7;2;10;17;3197
".....  TRES MARIAS";-;-;-;2;4;3;1;1;4;10;16;5;20;18;13;22;37;10;7;4;2;2;2;-;1;3;-;1;-;-;1;2;3;-;-;-;-;-;-;-;-;-;-;-;2;3;1;-;1;1;-;-;202
".....  SANTO HIPOLITO";-;-;-;-;-;-;-;-;5;3;1;5;7;2;2;7;6;6;3;-;-;-;-;-;-;-;-;-;-;-;3;6;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;68
".....  BUENOPOLIS";-;-;-;-;-;-;-;-;2;-;-;1;2;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  AUGUSTO DE LIMA";-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;2;2;8;6;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29
".....  CORINTO";-;-;-;-;2;4;3;1;27;113;144;96;153;140;138;65;41;41;26;10;1;5;1;2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1016
".....  FELIXLANDIA";-;1;-;-;1;-;5;1;-;2;5;8;18;22;12;30;22;14;14;30;8;-;2;1;1;-;1;1;1;-;-;-;-;-;-;2;2;2;-;-;-;-;-;3;3;1;-;-;-;1;-;-;214
".....  CURVELO";-;1;1;4;5;26;70;54;145;147;163;148;144;86;78;87;62;51;21;47;22;26;9;14;8;4;4;3;4;3;1;3;2;-;3;2;1;5;2;2;1;2;1;3;8;4;7;3;5;-;10;7;1509
".....  PRESIDENTE JUSCELINO";-;-;1;-;-;-;1;-;1;1;1;1;-;1;6;3;4;-;6;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;33
".....  MONJOLOS";-;-;-;-;-;-;-;-;-;-;2;8;2;7;5;1;10;6;2;-;1;4;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;54
".....  INIMUTABA";-;-;-;-;-;-;1;2;-;3;2;1;1;8;7;3;1;4;8;7;-;4;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;61
".....  MORRO DA GARCA";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31020 Guanhães";-;-;-;-;-;-;-;1;2;-;2;1;1;1;1;2;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;19
".....  VIRGINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  RIO VERMELHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  DORES DE GUANHAES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
".....  GUANHAES";-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
".....  SABINOPOLIS";-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  MATERLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CARMESIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31021 Itabira";-;1;1;-;1;2;2;3;-;8;8;16;23;29;23;29;31;21;17;23;14;17;7;6;13;9;1;3;6;5;5;5;4;4;1;-;2;-;-;2;1;1;-;3;4;1;4;-;-;-;6;16;378
".....  SANTA MARIA DE ITABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5
".....  SANTA BARBARA";-;-;-;-;-;-;2;-;-;-;-;4;6;2;1;5;1;2;1;1;2;1;1;-;1;4;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;2;-;1;2;-;-;-;2;6;51
".....  FERROS";-;-;-;-;-;-;-;-;-;-;-;1;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  SAO GONCALO DO RIO ABAIXO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ITABIRA";-;1;1;-;1;2;-;3;-;8;8;11;16;25;19;24;28;19;15;21;12;16;6;6;11;4;1;3;5;4;3;4;3;3;1;-;1;-;-;2;1;1;-;1;4;-;2;-;-;-;2;9;307
".....  SAO SEBASTIAO DO RIO PRETO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  BOM JESUS DO AMPARO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
".....  PASSABEM";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CATAS ALTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
".....  BARAO DE COCAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31022 Ouro Preto";-;-;-;1;-;-;-;-;-;1;2;1;1;1;1;1;2;2;-;1;-;1;-;1;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;2;25
".....  OURO PRETO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3
".....  MARIANA";-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;1;-;1;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;15
".....  ITABIRITO";-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"31023 João Monlevade";-;-;1;1;1;-;-;1;1;3;5;13;11;10;11;12;11;11;1;3;1;-;-;-;-;1;1;-;1;1;-;3;1;1;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;6;117
".....  RIO PIRACICABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  BELA VISTA DE MINAS";-;-;-;-;-;-;-;-;-;1;4;6;6;3;5;-;4;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
".....  JOAO MONLEVADE";-;-;1;1;1;-;-;1;1;2;1;5;5;7;6;11;7;8;-;2;-;-;-;-;-;-;-;-;1;1;-;3;-;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;5;74
".....  SAO DOMINGOS DO PRATA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;5
".....  NOVA ERA";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31024 Sete Lagoas";24;8;8;2;4;3;26;22;66;119;254;500;957;903;1186;791;750;553;551;441;330;346;204;159;206;209;57;46;44;64;31;12;15;8;11;10;11;11;4;2;7;8;12;6;14;22;24;87;101;188;204;268;9889
".....  PAINEIRAS";-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  MARAVILHAS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8
".....  CAETANOPOLIS";3;5;2;1;1;-;-;-;-;2;-;4;9;4;3;9;9;15;17;13;8;6;7;2;10;7;2;3;5;2;3;3;1;2;2;1;-;-;1;-;1;2;1;1;1;-;-;1;-;1;-;1;171
".....  JEQUITIBA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PEQUI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  POMPEU";-;-;-;-;-;-;-;-;-;6;24;43;108;93;147;119;95;25;38;27;43;115;93;39;47;92;10;6;12;32;8;1;2;3;-;-;1;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;1233
".....  BIQUINHAS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  FUNILANDIA";-;-;-;-;-;-;-;-;-;-;3;3;5;4;5;9;3;3;3;5;1;5;2;2;3;2;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;1;2;-;1;1;2;2;-;4;3;78
".....  CEDRO DO ABAETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  SETE LAGOAS";15;-;4;-;1;-;-;2;14;49;134;320;640;629;861;561;538;423;436;354;226;179;86;99;128;95;40;32;18;27;16;7;11;2;7;6;8;9;3;1;4;5;10;2;11;17;21;81;95;185;191;251;6854
".....  MORADA NOVA DE MINAS";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;-;2;1;2;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;17
".....  CORDISBURGO";-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5
".....  INHAUMA";-;-;-;-;-;-;-;-;-;-;-;1;3;-;1;2;4;3;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;20
".....  SANTANA DE PIRAPAMA";1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4
".....  BALDIM";-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;6;5;9;4;5;3;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45
".....  PARAOPEBA";1;-;1;-;1;-;-;1;14;33;33;84;99;96;117;37;31;30;18;23;31;31;8;15;12;11;2;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;4;5;744
".....  CAPIM BRANCO";-;-;-;-;-;-;2;-;1;1;1;-;12;7;9;11;15;9;5;4;5;1;3;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90
".....  CACHOEIRA DA PRATA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;-;-;2;3;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;18
".....  QUARTEL GERAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ABAETE";-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;2;2;2;1;1;2;-;-;5;-;1;-;3;-;-;-;-;1;-;1;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;28
".....  ARACAI";-;-;-;-;-;-;-;-;-;-;1;1;2;1;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;10
".....  PAPAGAIOS";-;-;-;1;-;-;-;-;-;-;-;-;5;8;10;8;7;1;-;-;1;1;-;-;-;1;-;-;-;2;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;50
".....  PRUDENTE DE MORAIS";4;-;-;-;-;2;23;19;37;27;57;42;70;53;23;19;37;25;23;3;1;1;4;-;-;1;2;2;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;2;-;1;2;-;2;1;488
".....  FORTUNA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;11
"31025 Vespasiano/Lagoa Santa";3;-;4;1;1;3;3;7;12;24;43;48;78;58;116;80;99;67;66;61;53;33;21;24;28;15;7;3;2;4;5;2;4;2;-;-;3;2;-;2;2;2;3;2;1;1;1;3;5;4;1;5;1014
".....  LAGOA SANTA";-;-;-;-;1;2;-;-;1;-;1;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;1;16
".....  SAO JOSE DA LAPA";2;-;-;-;-;-;-;1;3;8;11;9;12;16;14;20;13;8;6;5;1;7;-;2;1;5;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;-;150
".....  CONFINS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  SANTANA DO RIACHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PEDRO LEOPOLDO";-;-;-;-;-;-;-;-;-;1;4;-;4;3;8;5;10;7;3;4;7;4;2;8;2;1;1;1;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;1;2;1;-;-;84
".....  VESPASIANO";-;-;3;-;-;-;-;-;2;3;3;11;8;11;13;8;22;10;11;8;10;8;10;4;9;2;4;1;-;1;4;1;2;-;-;-;3;1;-;1;-;1;2;-;-;-;-;1;-;3;-;2;183
".....  MATOZINHOS";1;-;1;1;-;1;3;6;6;12;23;28;54;27;81;46;53;40;46;43;35;13;9;10;15;7;1;-;1;3;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;1;1;1;-;1;2;576
"31026 Diamantina/Itamarandiba";-;1;-;-;1;-;-;-;-;10;4;11;11;6;21;16;6;5;4;4;3;2;2;1;2;1;1;1;-;-;-;1;1;2;-;-;2;1;-;-;-;2;-;-;-;1;1;5;3;-;-;-;132
".....  COLUNA";-;-;-;-;-;-;-;-;-;1;-;-;2;2;1;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
".....  GOUVEIA";-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  CONGONHAS DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SENADOR MODESTINO GONCALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  COUTO DE MAGALHAES DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
".....  ITAMARANDIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CARBONITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  DATAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PRESIDENTE KUBITSCHEK";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  DIAMANTINA";-;1;-;-;1;-;-;-;-;8;2;10;9;4;18;15;5;4;4;4;2;2;1;-;1;1;-;-;-;-;-;1;1;-;-;-;2;1;-;-;-;2;-;-;-;1;1;5;2;-;-;-;108
"31027 Turmalina/Minas Novas/Capelinha";1;2;-;6;3;7;12;4;12;45;56;41;40;14;9;28;26;22;25;24;23;25;13;14;10;4;3;7;-;-;3;-;1;1;1;1;-;1;2;1;1;2;3;8;10;3;5;11;3;3;3;2;541
".....  CHAPADA DO NORTE";-;-;-;-;-;1;4;1;4;17;29;12;15;2;3;5;3;5;4;1;-;4;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;113
".....  ARICANDUVA";-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  CAPELINHA";1;-;-;4;2;4;2;3;7;13;5;12;9;11;4;20;18;11;17;17;21;20;7;11;9;2;3;6;-;-;3;-;-;-;-;-;-;1;1;-;-;1;1;2;-;-;-;1;2;-;1;1;253
".....  LEME DO PRADO";-;-;-;-;-;-;-;-;-;1;-;5;1;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;12
".....  VEREDINHA";-;-;-;-;-;-;-;-;-;6;13;2;2;-;-;-;-;-;-;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
".....  MINAS NOVAS";-;-;-;-;-;-;-;-;-;-;-;2;2;1;-;-;-;3;1;1;-;-;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;2;6;2;5;5;1;-;-;-;40
".....  TURMALINA";-;2;-;2;1;2;6;-;1;8;8;6;11;-;-;3;3;3;3;2;2;1;1;1;1;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;-;1;4;4;1;-;5;-;3;2;1;92
"31028 Bom Despacho";-;-;-;-;-;-;-;-;2;1;-;-;4;3;8;4;3;3;13;16;5;9;12;9;7;2;8;-;-;1;-;2;1;1;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;118
".....  BOM DESPACHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  MOEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ESTRELA DO INDAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
".....  DORES DO INDAIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;4;4;2;1;1;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
".....  LUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8;4;-;4;2;1;6;1;3;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34
".....  MARTINHO CAMPOS";-;-;-;-;-;-;-;-;2;1;-;-;4;3;8;3;2;-;1;8;3;4;9;4;1;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"31030 Formiga";4;5;3;3;5;6;9;11;27;32;60;70;92;53;66;65;56;60;44;28;28;14;17;24;12;8;11;5;7;12;6;7;6;7;8;2;2;4;2;2;1;3;2;2;1;2;5;2;5;4;4;5;919
".....  BAMBUI";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
".....  IGUATAMA";-;-;1;-;1;-;1;3;13;14;18;21;32;27;16;25;19;14;13;5;5;3;1;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;237
".....  FORMIGA";2;4;2;3;3;6;8;8;13;18;41;49;55;25;47;40;37;44;30;23;23;11;16;20;11;8;11;5;7;11;6;7;5;7;8;2;2;4;2;2;1;3;2;2;1;2;5;2;4;4;3;4;659
".....  CORREGO FUNDO";2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  MEDEIROS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PAINS";-;-;-;-;-;-;-;-;-;-;-;-;5;1;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;15
"31031 Itaúna";1;-;-;-;-;-;1;1;-;1;3;2;1;-;5;4;7;4;3;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;7;5;4;8;4;67
".....  ITAUNA";1;-;-;-;-;-;1;1;-;-;2;1;1;-;2;2;4;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7;4;4;8;4;49
".....  ITAGUARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
