 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2021
"Reg Saúde (CIR)/Municíp Res";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Semana 53";"Total"
".....  RESENDE COSTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PRADOS";-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;3;4;10;3;3;-;30
".....  NAZARENO";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SAO VICENTE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  IBITURUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  BOM SUCESSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31016 Belo Horizonte/Nova Lima/Santa Luzia";344;312;294;241;248;187;201;307;311;340;356;321;362;264;238;208;194;199;182;155;177;167;139;111;116;88;86;96;79;67;74;76;98;92;71;80;105;100;126;104;89;104;104;88;128;117;150;164;125;188;184;199;14;8970
".....  RAPOSOS";-;-;-;-;-;-;1;-;3;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  RIBEIRAO DAS NEVES";9;8;10;19;13;8;6;10;15;20;34;11;10;26;15;18;8;9;8;12;10;4;3;9;1;6;8;7;9;4;3;6;4;6;6;7;8;6;8;1;5;9;7;7;13;15;6;15;9;11;9;20;-;511
".....  MOEDA";-;2;-;1;-;-;-;-;-;-;1;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  SABARA";2;2;11;3;2;3;4;7;4;10;3;6;9;-;4;5;3;1;2;5;1;5;1;2;3;2;2;1;-;-;1;1;1;3;2;4;5;9;3;8;4;4;1;1;-;1;1;7;1;7;7;8;-;182
".....  BELO HORIZONTE";271;279;243;194;218;161;177;259;267;251;293;273;223;192;190;156;157;153;140;120;142;133;115;79;92;70;68;73;60;59;65;64;91;78;57;65;90;76;103;87;74;82;89;74;112;98;139;127;112;168;162;163;13;7297
".....  TAQUARACU DE MINAS";-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8
".....  BELO VALE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
".....  NOVA LIMA";2;1;1;2;-;1;2;3;5;4;4;3;4;3;1;1;3;1;3;1;7;-;2;4;-;2;-;-;-;1;-;-;-;-;2;1;-;-;-;-;2;-;3;-;-;-;1;4;2;-;2;1;-;79
".....  CAETE";1;-;-;4;2;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;1;3;-;-;4;1;-;1;-;2;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;26
".....  NOVA UNIAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
".....  RIO ACIMA";1;-;1;-;1;1;-;1;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
".....  JABOTICATUBAS";2;2;3;5;2;2;1;2;3;6;7;1;1;4;4;2;-;1;-;-;1;-;-;2;-;-;-;1;1;-;-;1;-;-;-;1;-;2;3;1;-;-;3;-;1;2;-;2;-;1;1;3;-;74
".....  SANTA LUZIA";56;17;25;13;10;11;8;25;13;46;11;26;112;36;24;25;22;33;29;16;15;21;16;13;16;7;8;12;7;-;2;3;2;4;4;1;2;7;9;6;3;9;1;4;2;1;3;9;1;1;3;2;1;753
"31017 Betim";62;70;53;66;53;43;54;51;63;70;53;56;35;31;20;21;29;35;35;27;29;28;38;16;26;16;16;11;16;7;8;11;8;13;11;26;17;29;14;19;10;14;23;18;27;21;11;20;20;25;36;20;6;1537
".....  RIO MANSO";1;1;1;1;10;2;1;1;-;4;4;1;1;1;3;1;-;1;-;1;1;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;2;-;-;-;-;1;-;-;45
".....  JUATUBA";5;11;2;2;3;1;6;2;1;9;2;6;4;3;2;-;1;1;2;5;1;1;3;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;1;1;-;1;3;1;2;-;-;-;-;1;1;1;-;89
".....  MATEUS LEME";3;-;-;-;-;2;-;3;1;1;4;2;1;3;-;-;1;1;1;-;2;-;1;-;1;3;4;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;40
".....  FLORESTAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CRUCILANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  MARIO CAMPOS";1;1;1;-;2;1;-;-;-;-;-;2;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;17
".....  BETIM";34;37;31;40;32;26;36;32;39;37;37;25;16;11;9;17;20;23;19;14;15;16;20;10;15;9;9;5;12;2;4;10;4;10;5;18;11;21;10;11;9;9;18;15;15;17;7;14;11;12;22;8;3;912
".....  BONFIM";1;-;-;-;-;1;2;-;2;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
".....  SAO JOAQUIM DE BICAS";3;-;1;-;-;1;-;-;-;2;-;3;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;15
".....  ESMERALDAS";5;7;5;9;3;5;3;5;6;8;4;5;3;3;1;1;3;-;4;4;7;9;6;1;4;2;1;3;3;-;2;-;1;1;4;7;2;7;1;2;1;2;-;-;4;1;-;2;3;2;4;2;-;168
".....  IGARAPE";2;11;4;6;2;2;3;4;9;2;1;2;10;8;2;2;2;5;6;-;-;-;4;3;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;-;97
".....  BRUMADINHO";7;2;8;8;1;2;3;4;5;5;1;10;-;-;1;-;1;3;3;1;3;2;3;1;2;-;2;1;-;3;1;-;2;1;-;1;3;-;1;4;-;2;2;1;4;1;2;4;5;8;7;6;3;140
"31018 Contagem";60;36;40;38;63;37;41;75;62;49;73;74;44;37;37;30;26;36;32;13;31;21;22;12;17;17;18;12;14;14;11;16;16;11;15;17;14;25;28;24;16;23;19;23;23;21;29;20;42;43;35;29;7;1588
".....  CONTAGEM";45;25;28;21;44;26;31;45;46;26;46;50;38;33;30;22;21;34;31;12;21;19;17;10;16;15;14;10;11;13;9;12;12;9;13;17;11;23;25;24;14;18;18;20;17;18;24;14;33;41;28;18;7;1225
".....  IBIRITE";12;9;10;12;13;8;8;23;12;18;14;15;1;2;2;3;3;2;1;-;5;2;2;2;1;1;2;1;-;-;1;2;4;2;2;-;3;2;2;-;1;2;1;2;6;3;5;3;8;2;7;7;-;249
".....  SARZEDO";3;2;2;5;6;3;2;7;4;5;13;9;5;2;5;5;2;-;-;1;5;-;3;-;-;1;2;1;3;1;1;2;-;-;-;-;-;-;1;-;1;3;-;1;-;-;-;3;1;-;-;4;-;114
"31019 Curvelo";24;27;33;16;15;10;9;7;9;14;15;36;24;31;21;30;17;25;38;48;52;30;30;27;8;2;5;3;2;2;2;2;2;3;3;2;4;2;2;-;7;4;4;2;8;4;4;11;9;13;18;6;1;723
".....  TRES MARIAS";5;7;6;2;3;-;2;2;2;2;1;6;1;5;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;1;1;1;1;-;2;-;58
".....  SANTO HIPOLITO";-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;5
".....  BUENOPOLIS";-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  AUGUSTO DE LIMA";-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;7
".....  CORINTO";-;1;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;2;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;-;1;-;1;-;1;1;-;1;-;22
".....  FELIXLANDIA";14;15;16;10;6;4;2;-;4;6;6;10;9;17;14;22;10;7;22;18;11;21;17;18;3;-;3;1;2;1;1;2;-;-;2;-;-;2;-;-;3;-;1;1;1;1;1;3;1;2;1;-;-;311
".....  CURVELO";4;2;7;3;4;4;4;4;3;4;7;18;14;7;4;5;4;14;16;30;40;6;13;8;4;2;1;2;-;-;1;-;2;3;1;1;4;-;1;-;1;2;1;1;3;2;-;3;2;8;12;-;1;283
".....  PRESIDENTE JUSCELINO";1;-;1;1;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;3;2;-;15
".....  MONJOLOS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;10
".....  INIMUTABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;-;-;-;5
".....  MORRO DA GARCA";-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;4
"31020 Guanhães";2;2;5;2;1;2;2;2;1;8;13;9;7;5;5;6;3;1;-;2;-;1;1;-;-;1;-;-;-;1;-;1;-;-;-;1;-;-;2;1;2;-;-;2;2;-;-;-;2;-;2;-;1;98
".....  VIRGINOPOLIS";-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  RIO VERMELHO";-;-;-;2;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  SENHORA DO PORTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  GUANHAES";1;1;3;-;-;1;2;2;1;6;13;9;7;3;5;3;3;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;2;-;-;-;2;-;2;-;1;75
".....  DOM JOAQUIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SABINOPOLIS";1;-;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  MATERLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31021 Itabira";18;7;7;13;22;23;9;19;28;20;21;10;8;15;4;12;9;3;15;20;24;23;32;16;6;4;5;8;4;5;8;7;3;2;3;4;5;7;4;5;4;1;5;6;4;4;6;5;4;9;2;4;4;516
".....  SANTA MARIA DE ITABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  SANTA BARBARA";2;-;-;1;-;3;-;2;8;3;2;-;2;3;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;1;-;1;2;-;-;-;-;-;1;-;-;-;1;-;1;1;1;-;40
".....  FERROS";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SANTO ANTONIO DO RIO ABAIXO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO GONCALO DO RIO ABAIXO";1;2;-;1;4;2;3;4;2;8;2;4;3;-;1;3;3;-;7;16;15;17;27;13;4;2;3;4;2;1;1;1;-;1;-;-;-;1;-;1;-;-;-;-;-;1;3;-;1;4;-;-;-;168
".....  ITABIRA";9;3;6;9;5;9;2;4;10;7;13;5;3;7;1;3;1;2;3;3;2;5;4;2;2;-;1;1;1;-;6;-;1;-;1;3;3;2;3;-;2;1;3;3;2;1;2;1;1;1;-;1;3;163
".....  MORRO DO PILAR";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  BOM JESUS DO AMPARO";-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8
".....  CATAS ALTAS";-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  BARAO DE COCAIS";5;2;1;2;11;8;3;8;7;1;4;-;-;5;2;6;5;1;4;1;5;-;-;-;-;2;1;3;1;4;1;5;1;1;-;-;-;2;1;2;2;-;2;1;2;2;1;3;2;3;1;2;1;127
"31022 Ouro Preto";2;-;1;-;1;-;2;1;-;-;-;-;1;1;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;2;1;1;-;2;-;-;6;-;-;-;4;3;-;3;3;-;42
".....  OURO PRETO";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;6
".....  MARIANA";1;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
".....  ITABIRITO";1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;2;1;-;-;1;-;-;6;-;-;-;4;3;-;1;3;-;29
"31023 João Monlevade";8;1;3;1;4;1;2;4;5;7;8;5;3;3;3;1;2;6;3;2;-;3;1;2;-;-;-;-;-;-;1;-;1;-;2;-;2;-;1;1;-;-;2;-;-;-;2;-;-;1;-;-;1;92
".....  RIO PIRACICABA";5;-;2;-;-;-;-;1;-;-;-;1;3;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
".....  BELA VISTA DE MINAS";-;-;1;-;-;-;-;1;2;1;4;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
".....  JOAO MONLEVADE";2;1;-;1;4;1;1;2;2;6;3;4;-;1;2;-;1;4;3;2;-;3;1;2;-;-;-;-;-;-;1;-;1;-;2;-;2;-;-;-;-;-;2;-;-;-;2;-;-;1;-;-;1;58
".....  SAO DOMINGOS DO PRATA";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  NOVA ERA";-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31024 Sete Lagoas";33;34;31;42;44;64;30;43;44;73;41;45;39;52;47;44;45;49;35;40;41;18;27;24;20;13;16;9;11;6;2;6;9;6;6;8;8;13;6;7;11;9;13;13;10;8;19;14;9;18;16;13;1;1285
".....  PAINEIRAS";-;1;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  MARAVILHAS";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  CAETANOPOLIS";9;4;5;-;5;6;1;1;2;4;2;4;1;8;7;4;1;6;1;5;7;4;5;6;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;-;-;2;-;106
".....  JEQUITIBA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PEQUI";2;1;1;1;1;-;1;1;1;3;-;-;1;1;-;-;2;-;-;-;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;24
".....  POMPEU";1;1;2;1;-;1;1;-;2;1;-;-;-;-;2;-;1;1;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3;-;1;1;1;2;-;-;-;-;-;-;29
".....  BIQUINHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  FUNILANDIA";-;1;-;-;-;-;-;1;-;1;1;1;-;1;-;-;2;-;-;1;2;1;2;1;1;-;7;-;1;-;-;-;-;1;1;1;-;2;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;32
".....  SETE LAGOAS";13;16;10;22;22;43;13;32;23;40;20;15;16;14;16;15;17;19;16;15;11;5;11;6;10;5;4;5;2;4;1;5;5;1;4;5;6;6;2;2;2;2;5;8;8;2;10;7;4;14;8;8;-;575
".....  MORADA NOVA DE MINAS";1;3;5;4;2;-;1;-;-;-;2;-;1;3;1;1;1;1;1;2;1;-;-;-;-;1;-;1;-;1;-;-;1;1;-;-;-;-;1;1;2;1;3;-;-;-;-;1;1;-;3;1;1;50
".....  CORDISBURGO";-;1;1;-;-;2;1;-;-;1;1;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;1;-;1;2;-;1;-;-;-;-;-;-;-;-;20
".....  INHAUMA";-;-;-;-;-;1;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;1;-;1;-;-;-;1;-;2;-;-;-;14
".....  SANTANA DE PIRAPAMA";-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  BALDIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PARAOPEBA";2;1;3;4;8;6;4;4;11;16;8;14;10;10;11;14;14;9;12;5;4;1;3;4;5;2;2;1;1;-;-;-;1;-;-;-;1;-;1;-;1;-;-;1;-;1;-;1;-;-;-;2;-;198
".....  CAPIM BRANCO";-;-;1;-;2;3;1;-;1;-;1;-;1;-;4;1;1;2;1;1;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
".....  CACHOEIRA DA PRATA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
".....  QUARTEL GERAL";1;-;-;4;-;-;-;-;-;-;-;-;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  ABAETE";-;-;-;1;-;1;-;2;1;2;-;1;1;-;1;1;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;18
".....  ARACAI";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PAPAGAIOS";4;3;3;3;2;-;4;1;-;-;3;2;2;2;1;3;6;5;2;6;9;1;2;3;1;3;2;-;1;-;1;-;-;1;-;1;-;1;-;1;1;1;2;-;-;1;3;1;2;2;4;-;-;96
".....  PRUDENTE DE MORAIS";-;-;-;1;2;-;1;-;1;3;3;7;1;8;1;2;-;5;2;2;2;-;1;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;49
".....  FORTUNA DE MINAS";-;1;-;1;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;11
"31025 Vespasiano/Lagoa Santa";18;21;15;13;19;7;18;10;12;35;19;20;13;15;9;9;14;5;2;6;7;10;2;3;2;4;5;5;7;1;4;1;3;4;5;2;3;4;3;5;6;5;9;8;7;10;8;5;6;9;14;9;-;456
".....  LAGOA SANTA";8;7;5;6;4;4;7;5;7;15;4;10;7;7;3;2;4;2;-;1;-;1;1;1;-;1;2;2;2;1;2;-;-;1;3;-;2;1;-;2;1;3;3;-;1;4;2;1;-;2;1;7;-;155
".....  SAO JOSE DA LAPA";1;-;4;-;4;-;2;-;-;3;4;1;-;1;2;2;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;1;1;3;-;-;38
".....  CONFINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;4
".....  SANTANA DO RIACHO";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PEDRO LEOPOLDO";2;5;-;3;3;2;1;1;1;4;3;2;1;1;-;-;1;1;2;3;1;-;-;-;1;-;1;1;-;-;-;-;2;-;-;1;-;2;2;2;1;-;1;1;2;1;1;2;1;3;4;2;-;68
".....  VESPASIANO";3;4;3;2;6;1;7;4;3;11;7;2;3;3;1;4;5;1;-;2;3;9;1;1;-;2;2;2;4;-;2;1;1;3;1;1;1;1;1;1;4;2;5;4;-;4;2;1;2;2;5;-;-;140
".....  MATOZINHOS";4;5;1;2;2;-;1;-;1;2;1;5;2;3;3;-;3;1;-;-;2;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;1;2;1;1;-;-;49
"31026 Diamantina/Itamarandiba";3;4;3;4;1;1;1;4;2;2;2;2;1;2;2;1;2;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;1;2;2;1;1;1;1;3;1;2;1;-;1;-;64
